Year,Month,WaterYear,WaterYearMonth,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH4NmgL,StrNO3NmgL,StrPO4PmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH4NmgL,FWANO3NmgL,FWAPO4PmgL,FWASO4SmgL
2008,6,2009,20096,16.06666667,148.7,37.563,0.67,4.35,0.003882553,0.002258967,N/A,1.078199958,0.493684,1.928639,2.422323,3.18218,15.56000042,165.8999939,0.67,4.35,0.003882553,0.002258967,N/A,1.078199958
2008,7,2009,20097,18.09677419,161.9,61.162,0.66,4.84,0.003882553,0.002258967,0.000326131,1.031466833,0.255802,1.016732,1.272534,2.49326,17.72500038,204.6999969,0.66,4.84,0.003882553,0.002258967,0.000326131,1.031466833
2008,8,2009,20098,15.70967742,244.4,202.055,0.65,5.03,0.003882553,0.002258967,0.000652262,1.018114512,0.13442,1.268436,1.402856,1.80856,15.31499958,176.3600006,0.65,5.03,0.003882553,0.002258967,0.000652262,1.018114512
2008,9,2009,20099,12.5,166.6,53.493,0.68,3.97,0.003106043,0.002258967,0.001304525,1.164990048,0.13328,0.578102,0.711382,1.11622,12.81499958,140.2700043,0.68,3.97,0.003106043,0.002258967,0.001304525,1.164990048
2008,10,2009,200910,4.129032258,160.6,114.552,0.66,3.47,0.001553021,0.002258967,0.001304525,1.168328128,0.205568,1.127412,1.33298,1.58994,5.349999905,136.1300049,0.66,3.47,0.001553021,0.002258967,0.001304525,1.168328128
2008,11,2009,200911,-1.633333333,173.8,112.591,0.65,3.12,0.003106043,0.009261763,0.000978393,1.134947325,0.135564,1.018468,1.154032,0.97328,-0.159999996,121.7300034,0.65,3.12,0.003106043,0.009261763,0.000978393,1.134947325
2008,12,2009,200912,-6.967741935,162.8,116.639,0.64,2.68,0.002329532,0.050600853,0.000978393,1.141623485,0.083028,0.874236,0.957264,0.60236,-6.190000057,163.1000061,0.64,2.68,0.002329532,0.050600853,0.000978393,1.141623485
2009,1,2009,20091,-13.25806452,91.4,16.434,0.65,2.25,0.002329532,0.044501643,0.001304525,1.164990048,0.03656,0.734856,0.771416,0.25592,-12.13500023,76.87000275,0.65,2.25,0.002329532,0.044501643,0.001304525,1.164990048
2009,2,2009,20092,-8.535714286,103.9,26.174,0.72,1.97,0.003106043,0.100524015,0.001304525,1.18168045,0.235853,1.397455,1.633308,1.10134,-7.179999828,72.90000153,0.72,1.97,0.003106043,0.100524015,0.001304525,1.18168045
2009,3,2009,20093,-3.677419355,88.7,65.32,0.66,2.9,0.002329532,0.133730824,0.001304525,1.144961566,0.178287,0.902079,1.080366,0.99344,-2.904999971,73.65000153,0.66,2.9,0.002329532,0.133730824,0.001304525,1.144961566
2009,4,2009,20094,2.933333333,97.6,281.038,0.55,3.52,0.001553021,0.094876598,0.000652262,1.041481074,0.155184,0.984784,1.139968,0.94672,4.494999886,87.22000122,0.55,3.52,0.001553021,0.094876598,0.000652262,1.041481074
2009,5,2009,20095,8.806451613,159.6,102.711,0.57,3.17,0.003106043,0.00813228,0.000652262,1.061509557,0.089376,0.592116,0.681492,1.02144,9.765000343,146.7100067,0.57,3.17,0.003106043,0.00813228,0.000652262,1.061509557
2009,6,2010,20106,12.56666667,168.3,83.763,0.63,3.13,0.002329532,0.002258967,0.000978393,1.09155228,0.072369,0.533511,0.60588,0.72369,13.43999958,154.6499939,0.63,3.13,0.002329532,0.002258967,0.000978393,1.09155228
2009,7,2010,20107,14.09677419,241.4,140.189,0.62,3.96,0.002329532,0.002258967,0.000978393,1.041481074,0.234158,1.455642,1.6898,2.12432,15.63000011,220.8200073,0.62,3.96,0.002329532,0.002258967,0.000978393,1.041481074
2009,8,2010,20108,16,142.9,73.917,0.61,4.74,0.003106043,0.00948766,0.000978393,1.041481074,0.115749,0.801669,0.917418,1.20036,17.01499939,139.6900024,0.61,4.74,0.003106043,0.00948766,0.000978393,1.041481074
2009,9,2010,20109,10.5,71.8,11.599,0.69,3.88,0.001553021,0.002258967,0.000978393,1.161651968,0.077544,0.347512,0.425056,0.8257,11.47000027,54.88000107,0.69,3.88,0.001553021,0.002258967,0.000978393,1.161651968
2009,10,2010,201010,2.387096774,188,124.504,0.6,3.7,0.003106043,0.002258967,0.000978393,1.118256923,0.14852,1.33292,1.48144,1.2596,4.300000191,156.4100037,0.6,3.7,0.003106043,0.002258967,0.000978393,1.118256923
2009,11,2010,201011,1.333333333,118.1,92.586,0.6,3.34,0.001553021,0.004292037,0.000978393,1.074861878,0.014172,0.301155,0.315327,0.31887,2.934999943,118.8499985,0.6,3.34,0.001553021,0.004292037,0.000978393,1.074861878
2009,12,2010,201012,-8.774193548,144.9,79.573,0.61,2.84,0.001553021,0.02778529,0.000978393,1.074861878,0.031878,0.576702,0.60858,0.46368,-6.929999828,110.3199997,0.61,2.84,0.001553021,0.02778529,0.000978393,1.074861878
2010,1,2010,20101,-9.580645161,89.3,69.377,0.71,1.74,0.001553021,0.104364258,0.000978393,1.148299646,0.019646,0.433998,0.453644,0.41078,-7.554999828,80.55999756,0.71,1.74,0.001553021,0.104364258,0.000978393,1.148299646
2010,2,2010,20102,-8.392857143,73.3,13.983,0.73,1.47,0.000776511,0.061895686,0.000978393,1.171666209,0.016126,0.455193,0.471319,0.33718,-5.875,100.5599976,0.73,1.47,0.000776511,0.061895686,0.000978393,1.171666209
2010,3,2010,20103,-0.290322581,121.7,145.565,0.64,2.86,0.002329532,0.075223589,0.000978393,0.984733708,0.046246,0.433252,0.479498,0.52331,0.709999979,150.4400024,0.64,2.86,0.002329532,0.075223589,0.000978393,0.984733708
2010,4,2010,20104,4.433333333,97,130.546,0.58,3.23,0.003106043,0.016716353,0.000978393,0.921310181,0.41613,1.43754,1.85367,1.8527,6.070000172,94.48000336,0.58,3.23,0.003106043,0.016716353,0.000978393,0.921310181
2010,5,2010,20105,11.70967742,63.1,38.276,0.62,2.82,0.001553021,0.00406614,0.001304525,1.021452592,0.129355,0.539505,0.66886,0.48587,11.65999985,69.29000092,0.62,2.82,0.001553021,0.00406614,0.001304525,1.021452592
2010,6,2011,20116,14.96666667,192.5,56.214,0.63,5.97,0.001553021,0.002258967,0.001304525,0.931324422,0.3003,1.32825,1.62855,2.21375,14.64000034,153.7299957,0.63,5.97,0.001553021,0.002258967,0.001304525,0.931324422
2010,7,2011,20117,19.12903226,165.7,47.544,0.71,3.62,0.003882553,0.002258967,0.001630656,1.071523798,0.154101,0.853355,1.007456,1.42502,18.87999916,120.5100021,0.71,3.62,0.003882553,0.002258967,0.001630656,1.071523798
2010,8,2011,20118,16.80645161,84.1,9.707,0.74,2.73,0.003106043,0.003614347,0.001630656,1.131609244,0.107648,0.716532,0.82418,0.81577,16.44499969,107.4400024,0.74,2.73,0.003106043,0.003614347,0.001630656,1.131609244
2010,9,2011,20119,12.4,174,46.651,0.78,3.03,0.005435575,0.002484863,0.001304525,1.098228441,0.1392,1.62864,1.76784,2.1576,13.52499962,101.3700027,0.78,3.03,0.005435575,0.002484863,0.001304525,1.098228441
2010,10,2011,201110,3.709677419,161.8,166.94,0.69,3.21,0.003882553,0.002484863,0.000978393,1.048157235,0.147238,0.891518,1.038756,0.76046,5.795000076,252.0299988,0.69,3.21,0.003882553,0.002484863,0.000978393,1.048157235
2010,11,2011,201111,-1.633333333,100.8,74.606,0.65,2.87,0.002329532,0.016038663,0.000978393,1.028128753,0.072576,0.611856,0.684432,0.57456,0.349999994,93.77999878,0.65,2.87,0.002329532,0.016038663,0.000978393,1.028128753
2010,12,2011,201112,-9.032258065,162,140.021,0.6,3.68,0.001553021,0.079741522,0.000652262,0.91463402,0.02106,0.52488,0.54594,0.4212,-7.235000134,119.2200012,0.6,3.68,0.001553021,0.079741522,0.000652262,0.91463402
2011,1,2011,20111,-12.03225806,73.8,12.346,0.72,2.06,0.002329532,0.086518422,0.000652262,1.078199958,0.019188,0.578592,0.59778,0.1476,-9.68500042,63.58000183,0.72,2.06,0.002329532,0.086518422,0.000652262,1.078199958
2011,2,2011,20112,-10.25,125.2,5.597,0.81,1.67,0.003882553,0.103912465,0.001304525,1.144961566,0.053836,0.865132,0.918968,0.4382,-8.784999847,92.79000092,0.81,1.67,0.003882553,0.103912465,0.001304525,1.144961566
2011,3,2011,20113,-5.677419355,170.7,108.37,0.61,3.45,0.003882553,0.222960006,0.000978393,0.844534333,0.093885,0.797169,0.891054,0.81936,-3.930000067,128.0500031,0.61,3.45,0.003882553,0.222960006,0.000978393,0.844534333
2011,4,2011,20114,1.733333333,205.6,322.129,0.52,3.85,0.003882553,0.095328392,0.000652262,0.814491609,0.409144,1.441256,1.8504,1.82984,3.285000086,155.7100067,0.52,3.85,0.003882553,0.095328392,0.000652262,0.814491609
2011,5,2011,20115,11.32258065,138.4,159.517,0.47,4.43,0.003882553,0.032303223,0.001304525,0.751068082,0.07612,0.865,0.94112,0.99648,11.58500004,163.9199982,0.47,4.43,0.003882553,0.032303223,0.001304525,0.751068082
2011,6,2012,20126,15.23333333,123.6,26.282,0.66,2.73,0.005435575,0.018523526,0.001956787,0.988071788,0.127308,0.985092,1.1124,0.88992,14.59000015,116.5800018,0.66,2.73,0.005435575,0.018523526,0.001956787,0.988071788
2011,7,2012,20127,19.51612903,67.5,4.45,0.74,2.65,0.004659064,0.026204013,0.001956787,1.031466833,0.139725,0.7695,0.909225,0.76275,18.33499908,86.23000336,0.74,2.65,0.004659064,0.026204013,0.001956787,1.031466833
2011,8,2012,20128,17.19354839,368.6,185.663,0.53,6.42,0.005435575,0.00406614,0.000652262,0.764420404,0.162184,0.788804,0.950988,1.36382,16.76000023,269.8599854,0.53,6.42,0.005435575,0.00406614,0.000652262,0.764420404
2011,9,2012,20129,13.7,211,87.835,0.56,5.3,0.004659064,0.002936657,0.000978393,0.804477368,0.17935,0.5908,0.77015,1.0339,14.18999958,154.4400024,0.56,5.3,0.004659064,0.002936657,0.000978393,0.804477368
2011,10,2012,201210,6.161290323,167.9,136.205,0.56,4.38,0.004659064,0.002484863,0.000978393,0.824505851,0.048691,0.439898,0.488589,0.48691,7.315000057,154,0.56,4.38,0.004659064,0.002484863,0.000978393,0.824505851
2011,11,2012,201211,2.566666667,100.2,68.369,0.62,3.82,0.003106043,0.049245473,0.001304525,0.844534333,0.022044,0.331662,0.353706,0.26052,3.140000105,86.58000183,0.62,3.82,0.003106043,0.049245473,0.001304525,0.844534333
2011,12,2012,201212,-5.387096774,118.6,77.696,0.65,3.09,0.003882553,0.084485352,0.000978393,0.851210493,0.107926,1.145676,1.253602,0.66416,-3.190000057,101.2600021,0.65,3.09,0.003882553,0.084485352,0.000978393,0.851210493
2012,1,2012,20121,-9.774193548,128.6,29.933,0.66,2.45,0.002329532,0.126953925,0.000978393,0.887929377,0.101594,1.117534,1.219128,0.643,-7.005000114,84.18000031,0.66,2.45,0.002329532,0.126953925,0.000978393,0.887929377
2012,2,2012,20122,-8.103448276,33.7,12.235,0.69,2.29,0.002329532,0.135989791,0.000978393,0.91129594,0.068748,0.478877,0.547625,0.33026,-4.974999905,30.43000031,0.69,2.29,0.002329532,0.135989791,0.000978393,0.91129594
2012,3,2012,20123,0.096774194,74.9,155.765,0.62,3.36,0.003882553,0.275819826,0.000652262,0.72770152,0.196238,1.089046,1.285284,0.86884,1.894999981,49.79999924,0.62,3.36,0.003882553,0.275819826,0.000652262,0.72770152
2012,4,2012,20124,2.466666667,94.6,69.389,0.39,5.05,0.003106043,0.18003964,0.000978393,0.72770152,0.135278,0.655578,0.790856,0.53922,4.260000229,98.87000275,0.39,5.05,0.003106043,0.18003964,0.000978393,0.72770152
2012,5,2012,20125,11.35483871,232.1,160.096,0.6,2.95,0.003106043,0.062573376,0.001630656,0.877915136,0.215853,1.510971,1.726824,1.1605,12.10000038,167.6600037,0.6,2.95,0.003106043,0.062573376,0.001630656,0.877915136
2012,6,2013,20136,14.76666667,217.7,107.074,0.56,3.94,0.003882553,0.021911976,0.001304525,0.864562815,0.054425,0.476763,0.531188,0.58779,14.57999992,145.3600006,0.56,3.94,0.003882553,0.021911976,0.001304525,0.864562815
2012,7,2013,20137,18.77419355,103.4,7.13,0.68,2.52,0.003882553,0.015135076,0.001630656,1.024790672,0.1551,0.70829,0.86339,0.59972,18.09000015,91.76000214,0.68,2.52,0.003882553,0.015135076,0.001630656,1.024790672
2012,8,2013,20138,17.90322581,193.8,54.763,0.64,3.77,0.002329532,0.013102006,0.001304525,0.927986342,0.18411,1.281018,1.465128,1.22094,17.70999908,116.8600006,0.64,3.77,0.002329532,0.013102006,0.001304525,0.927986342
2012,9,2013,20139,11.4,162.6,54.798,0.86,2.94,0.001553021,0.00338845,0.000326131,1.008100271,0.02439,0.494304,0.518694,0.78048,12.22999954,143.3000031,0.86,2.94,0.001553021,0.00338845,0.000326131,1.008100271
2012,10,2013,201310,6.032258065,176.9,141.374,0.64,3.63,0.002329532,0.00271076,0.001304525,0.927986342,0.026535,0.585539,0.612074,0.74298,8.06000042,164.6799927,0.64,3.63,0.002329532,0.00271076,0.001304525,0.927986342
2012,11,2013,201311,-2.633333333,23.2,34.738,0.59,2.56,0.003106043,0.014457386,0.001956787,0.897943619,0.016704,0.164952,0.181656,0.14384,-0.519999981,22.36000061,0.59,2.56,0.003106043,0.014457386,0.001956787,0.897943619
2012,12,2013,201312,-5.161290323,169.6,78.622,0.59,2.66,0.003882553,0.097135565,0.002282918,0.857886654,0.1272,1.107488,1.234688,0.69536,-3.674999952,154.9499969,0.59,2.66,0.003882553,0.097135565,0.002282918,0.857886654
2013,1,2013,20131,-10.25806452,85.3,59.413,0.7,2.6,0.006988596,0.140507724,0.000326131,0.897943619,0.086153,1.031277,1.11743,0.43503,-8.399999619,58.65000153,0.7,2.6,0.006988596,0.140507724,0.000326131,0.897943619
2013,2,2013,20132,-9.428571429,83.5,15.625,0.73,1.86,0.005435575,0.150447178,N/A,0.978057547,0.047595,0.85671,0.904305,0.30895,-7.199999809,80.41999817,0.73,1.86,0.005435575,0.150447178,N/A,0.978057547
2013,3,2013,20133,N/A,91.6,32.148,0.72,1.92,0.002329532,0.154061524,N/A,0.991409869,0.074196,0.61372,0.687916,0.4122,-2.914999962,67.27999878,0.72,1.92,0.002329532,0.154061524,N/A,0.991409869
2013,4,2013,20134,N/A,75.7,146.742,0.59,2.92,0.002329532,0.147962314,0.001304525,0.81782969,0.308856,1.07494,1.383796,0.88569,2.869999886,69.76999664,0.59,2.92,0.002329532,0.147962314,0.001304525,0.81782969
2013,5,2013,20135,N/A,128.2,94.876,0.55,4.14,0.002329532,0.041113193,0.000978393,0.791125047,0.206402,0.937142,1.143544,0.74356,10.80500031,164.4900055,0.55,4.14,0.002329532,0.041113193,0.000978393,0.791125047
2013,6,2014,20146,N/A,178.5,77.189,0.61,3.71,0.003106043,0.007228693,0.001630656,0.841196252,0.21777,1.32447,1.54224,0.98175,14.93999958,196.3600006,0.61,3.71,0.003106043,0.007228693,0.001630656,0.841196252
2013,7,2014,20147,N/A,209.9,104.975,0.64,3.44,0.002329532,0.0067769,0.000652262,0.864562815,0.197306,1.299281,1.496587,0.94455,19.09000015,192.9100037,0.64,3.44,0.002329532,0.0067769,0.000652262,0.864562815
2013,8,2014,20148,N/A,99.2,22.072,0.7,3.43,0.002329532,0.009939453,0.001304525,0.897943619,0.137888,0.63488,0.772768,0.5456,15.875,98.68000031,0.7,3.43,0.002329532,0.009939453,0.001304525,0.897943619
2013,9,2014,20149,N/A,122.9,29.399,0.74,5.09,0.003106043,0.008358177,0.000978393,0.797801208,0.163457,0.68824,0.851697,0.6145,12.22500038,142.2599945,0.74,5.09,0.003106043,0.008358177,0.000978393,0.797801208
2013,10,2014,201410,N/A,67.1,13.485,0.74,2.8,0.003106043,0.00880997,0.000652262,0.971381387,0.122122,0.587125,0.709247,0.37576,7.230000019,55.59000015,0.74,2.8,0.003106043,0.00880997,0.000652262,0.971381387
2013,11,2014,201411,N/A,135.6,89.471,0.68,4,0.004659064,0.110463468,0.000652262,0.881253217,0.143736,0.984456,1.128192,0.50172,-1.475000024,110.6900024,0.68,4,0.004659064,0.110463468,0.000652262,0.881253217
2013,12,2014,201412,N/A,99.3,40.782,0.68,3.31,0.005435575,0.165582254,0.000978393,0.851210493,0.101286,0.857952,0.959238,0.4965,-7.014999866,92.79000092,0.68,3.31,0.005435575,0.165582254,0.000978393,0.851210493
2014,1,2014,20141,N/A,115.2,73.43,0.68,3.13,0.007765107,0.249389916,0.000652262,0.784448886,0.095616,1.033344,1.12896,0.49536,-10.39500046,94.80999756,0.68,3.13,0.007765107,0.249389916,0.000652262,0.784448886
2014,2,2014,20142,N/A,91.6,9.341,0.8,1.68,0.004659064,0.173262741,0.000978393,0.988071788,0.093432,0.717228,0.81066,0.38472,-9.31000042,96.08000183,0.8,1.68,0.004659064,0.173262741,0.000978393,0.988071788
2014,3,2014,20143,N/A,118.1,11.569,0.84,2.26,0.004659064,0.267913442,0.000652262,0.931324422,0.237381,0.818433,1.055814,0.63774,-8.255000114,98.61000061,0.84,2.26,0.004659064,0.267913442,0.000652262,0.931324422
2014,4,2014,20144,N/A,107.2,244.327,0.66,3.27,0.003882553,0.278078792,0.000652262,0.734377681,0.164016,0.60568,0.769696,0.57888,3.015000105,84.80999756,0.66,3.27,0.003882553,0.278078792,0.000652262,0.734377681
2014,5,2014,20145,N/A,137.9,178.313,0.54,4.17,0.003882553,0.131471858,0.000652262,0.664277993,0.300622,1.304534,1.605156,0.97909,10.07499981,143.0599976,0.54,4.17,0.003882553,0.131471858,0.000652262,0.664277993
2014,6,2015,20156,N/A,196.3,104.846,0.67,2.94,0.002329532,0.0203307,0.000652262,0.877915136,N/A,N/A,N/A,N/A,14.89500046,117.7399979,0.67,2.94,0.002329532,0.0203307,0.000652262,0.877915136
2014,7,2015,20157,N/A,175.2,45.013,0.65,3.81,0.003106043,0.01761994,0.000652262,0.797801208,N/A,N/A,N/A,N/A,17.43499947,187.1199951,0.65,3.81,0.003106043,0.01761994,0.000652262,0.797801208
2014,8,2015,20158,N/A,106.1,44.383,0.72,2.36,0.002329532,0.01152073,0.000652262,0.82116777,N/A,N/A,N/A,N/A,15.43999958,92.33999634,0.72,2.36,0.002329532,0.01152073,0.000652262,0.82116777
2014,9,2015,20159,N/A,49,4.447,0.84,2.13,0.004659064,0.02168608,0.000652262,1.00142411,N/A,N/A,N/A,N/A,12.32499981,53.5,0.84,2.13,0.004659064,0.02168608,0.000652262,1.00142411
2014,10,2015,201510,N/A,227.3,119.926,0.64,3.43,0.002329532,0.007002797,0.000652262,0.854548574,N/A,N/A,N/A,N/A,7.869999886,167.9199982,0.64,3.43,0.002329532,0.007002797,0.000652262,0.854548574
2014,11,2015,201511,N/A,89.5,45.017,0.63,4.4,0.003106043,0.069802069,0.000652262,0.704334957,N/A,N/A,N/A,N/A,-1.070000052,88.05000305,0.63,4.4,0.003106043,0.069802069,0.000652262,0.704334957
2014,12,2015,201512,N/A,161.4,118.002,0.59,2.92,0.002329532,0.058959029,0.000652262,0.771096565,N/A,N/A,N/A,N/A,-3.779999971,146,0.59,2.92,0.002329532,0.058959029,0.000652262,0.771096565
2015,1,2015,20151,N/A,98.7,32.489,0.66,2.65,0.002329532,0.094424805,0.000978393,0.82116777,N/A,N/A,N/A,N/A,-11.54500008,89.68000031,0.66,2.65,0.002329532,0.094424805,0.000978393,0.82116777
2015,2,2015,20152,N/A,82.8,9.038,0.74,1.65,0.002329532,0.113400125,0.000652262,0.931324422,N/A,N/A,N/A,N/A,-14.89500046,61.68000031,0.74,1.65,0.002329532,0.113400125,0.000652262,0.931324422
2015,3,2015,20153,N/A,58,7.215,0.79,1.49,0.003106043,0.129664685,0.000652262,1.014776431,N/A,N/A,N/A,N/A,-6.619999886,47.86000061,0.79,1.49,0.003106043,0.129664685,0.000652262,1.014776431
2015,4,2015,20154,N/A,97.7,182.559,0.65,3.19,0.005435575,0.18207271,0.000652262,0.72770152,N/A,N/A,N/A,N/A,2.319999933,85.91000366,0.65,3.19,0.005435575,0.18207271,0.000652262,0.72770152
2015,5,2015,20155,N/A,90.2,77.522,0.56,4.44,0.005435575,0.077934349,0.000978393,0.741053841,N/A,N/A,N/A,N/A,13.06000042,77.45999908,0.56,4.44,0.005435575,0.077934349,0.000978393,0.741053841
2015,6,2016,20166,N/A,232.5,146.547,0.59,4.96,0.003882553,0.02100839,0.000652262,0.844534333,N/A,N/A,N/A,N/A,13.32999992,229.9900055,0.59,4.96,0.003882553,0.02100839,0.000652262,0.844534333
2015,7,2016,20167,N/A,188.8,90.958,0.59,4.88,0.005435575,0.00813228,0.000652262,0.797801208,N/A,N/A,N/A,N/A,16.98999977,116.6800003,0.59,4.88,0.005435575,0.00813228,0.000652262,0.797801208
2015,8,2016,20168,N/A,95.2,18.891,0.74,2.58,0.003106043,0.01558687,0.000652262,0.917972101,N/A,N/A,N/A,N/A,17.35499954,97.51999664,0.74,2.58,0.003106043,0.01558687,0.000652262,0.917972101
2015,9,2016,20169,N/A,169,43.321,0.81,3.28,0.003882553,0.02168608,0.000978393,0.887929377,N/A,N/A,N/A,N/A,15.22000027,153.5599976,0.81,3.28,0.003882553,0.02168608,0.000978393,0.887929377
2015,10,2016,201610,N/A,95.3,58.23,0.69,3.06,0.003106043,0.009035867,0.000652262,0.871238976,N/A,N/A,N/A,N/A,5.394999981,107.1200027,0.69,3.06,0.003106043,0.009035867,0.000652262,0.871238976
2015,11,2016,201611,N/A,76.9,62.037,0.69,3.68,0.004659064,0.016038663,0.000652262,0.824505851,N/A,N/A,N/A,N/A,2.525000095,69.55000305,0.69,3.68,0.004659064,0.016038663,0.000652262,0.824505851
2015,12,2016,201612,N/A,189,123.484,0.63,3.56,0.002329532,0.047664196,0.000652262,0.777772725,N/A,N/A,N/A,N/A,0.174999997,132.5500031,0.63,3.56,0.002329532,0.047664196,0.000652262,0.777772725
2016,1,2016,20161,N/A,62.5,59.766,0.57,3.77,0.003106043,0.079741522,0.000978393,0.717687279,N/A,N/A,N/A,N/A,-7.090000153,56,0.57,3.77,0.003106043,0.079741522,0.000978393,0.717687279
2016,2,2016,20162,N/A,188.5,123.776,0.67,2.68,0.003106043,0.116562678,0.000652262,0.794463127,N/A,N/A,N/A,N/A,-5.664999962,122.2600021,0.67,2.68,0.003106043,0.116562678,0.000652262,0.794463127
2016,3,2016,20163,N/A,122.1,132.898,0.57,2.59,0.003106043,0.100298118,0.000652262,0.751068082,N/A,N/A,N/A,N/A,-0.720000029,85.83000183,0.57,2.59,0.003106043,0.100298118,0.000652262,0.751068082
2016,4,2016,20164,N/A,95.4,91.792,0.52,4.08,0.003106043,0.083581765,0.000652262,0.694320716,N/A,N/A,N/A,N/A,1.985000014,77.05999756,0.52,4.08,0.003106043,0.083581765,0.000652262,0.694320716
2016,5,2016,20165,N/A,105,83.981,0.51,4.22,0.002329532,0.057829546,0.000652262,0.72436344,N/A,N/A,N/A,N/A,10.63500023,79.41000366,0.51,4.22,0.002329532,0.057829546,0.000652262,0.72436344
2016,6,2017,20176,N/A,103.5,37.948,0.57,5.08,0.002329532,0.040661399,0.000652262,0.761082324,N/A,N/A,N/A,N/A,14.63500023,101.0400009,0.57,5.08,0.002329532,0.040661399,0.000652262,0.761082324
2016,7,2017,20177,N/A,103.9,7.997,0.7,2.96,0.003106043,0.030721946,0.000652262,0.954690985,N/A,N/A,N/A,N/A,17.88999939,115.3899994,0.7,2.96,0.003106043,0.030721946,0.000652262,0.954690985
2016,8,2017,20178,N/A,145.8,15.799,0.86,5.75,0.002329532,0.02981836,0.000652262,0.847872413,N/A,N/A,N/A,N/A,17.84000015,128.2200012,0.86,5.75,0.002329532,0.02981836,0.000652262,0.847872413
2016,9,2017,20179,N/A,54.9,2.592,0.96,2.27,0.003106043,0.048115989,0.000652262,0.964705226,N/A,N/A,N/A,N/A,13.89999962,60.90999985,0.96,2.27,0.003106043,0.048115989,0.000652262,0.964705226
2016,10,2017,201710,N/A,147.4,39.579,0.62,4.84,0.010094639,0.00745459,0.000652262,0.82116777,N/A,N/A,N/A,N/A,7.135000229,112.9100037,0.62,4.84,0.010094639,0.00745459,0.000652262,0.82116777
2016,11,2017,201711,N/A,111.8,65.764,0.6,3.88,0.008541618,0.019427113,0.000652262,0.794463127,N/A,N/A,N/A,N/A,1.389999986,90.73000336,0.6,3.88,0.008541618,0.019427113,0.000652262,0.794463127
2016,12,2017,201712,N/A,163.9,64.996,0.63,3.38,0.013977193,0.050826749,0.000652262,0.764420404,N/A,N/A,N/A,N/A,-6.159999847,115.8300018,0.63,3.38,0.013977193,0.050826749,0.000652262,0.764420404
2017,1,2017,20171,N/A,83.9,37.389,0.71,2.76,0.006212086,0.062799272,0.000652262,0.834520092,N/A,N/A,N/A,N/A,-5.644999981,80.88999939,0.71,2.76,0.006212086,0.062799272,0.000652262,0.834520092
2017,2,2017,20172,N/A,132.3,77.349,0.61,2.93,0.003106043,0.103686568,0.000652262,0.787786966,N/A,N/A,N/A,N/A,-4.84499979,82.94000244,0.61,2.93,0.003106043,0.103686568,0.000652262,0.787786966
2017,3,2017,20173,N/A,130.8,51.319,0.61,2.84,0.003106043,0.106397328,0.000652262,0.771096565,N/A,N/A,N/A,N/A,-6.210000038,93.61000061,0.61,2.84,0.003106043,0.106397328,0.000652262,0.771096565
2017,4,2017,20174,N/A,172.7,307.363,0.47,4.28,0.003882553,0.074997692,0.000652262,0.577487903,N/A,N/A,N/A,N/A,5.485000134,121.3799973,0.47,4.28,0.003882553,0.074997692,0.000652262,0.577487903
2017,5,2017,20175,N/A,183.9,127.997,0.47,4.57,0.003106043,0.01829763,0.000652262,0.667616073,N/A,N/A,N/A,N/A,9.090000153,196.5899963,0.47,4.57,0.003106043,0.01829763,0.000652262,0.667616073
2017,6,2018,20186,N/A,156.6,61.236,0.58,3.48,0.003106043,0.011972523,0.000652262,0.801139288,N/A,N/A,N/A,N/A,14.53499985,166.2700043,0.58,3.48,0.003106043,0.011972523,0.000652262,0.801139288
2017,7,2018,20187,N/A,140.9,64.975,0.58,4.05,0.004659064,0.013779696,0.000652262,0.784448886,N/A,N/A,N/A,N/A,16.90500069,121.0699997,0.58,4.05,0.004659064,0.013779696,0.000652262,0.784448886
2017,8,2018,20188,N/A,86.1,7.19,0.9,2.92,0.003882553,0.03049605,0.000652262,0.887929377,N/A,N/A,N/A,N/A,15.57499981,99.65000153,0.9,2.92,0.003882553,0.03049605,0.000652262,0.887929377
2017,9,2018,20189,N/A,67.4,8.236,0.76,4.27,0.002329532,0.036143466,0.000652262,0.81782969,N/A,N/A,N/A,N/A,14.80500031,77.19999695,0.76,4.27,0.002329532,0.036143466,0.000652262,0.81782969
2017,10,2018,201810,N/A,294.4,194.537,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.46000004,219.2700043,N/A,N/A,N/A,N/A,N/A,N/A
2017,11,2018,201811,N/A,126.8,66.682,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.74000001,64.22000122,N/A,N/A,N/A,N/A,N/A,N/A
2017,12,2018,201812,N/A,158.8,33.211,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-8.920000076,104.0899963,N/A,N/A,N/A,N/A,N/A,N/A
2018,1,2018,20181,N/A,144.3,114.449,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-9.135000229,111.6200027,N/A,N/A,N/A,N/A,N/A,N/A
2018,2,2018,20182,N/A,128.8,58.766,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-4.369999886,80.63999939,N/A,N/A,N/A,N/A,N/A,N/A
